Date Time,Dataset,Use Numeric attributes?,Attribute Name,Is the Attribute Numeric?,Number of Different Values (only for Nominal Attributes),Total Number of Samples,Trial Number,Criterion,Maximum Depth Allowed,Total Number of folds,Fold Number,Is stratified?,Number of Samples Forcing a Leaf,Use Min Samples in Second Largest Class?,Min Samples in Second Largest Class,Uses Chi+AC0-Square Test,Maximum p+AC0-value Allowed by Chi+AC0-Square Test +AFs-between 0 and 1+AF0-,Minimum Number in Second Most Frequent Value,Number of Attributes in Dataset,Number of Valid Attributes in Dataset (m),Number of Valid Nominal Attributes in Dataset (m+AF8-nom),Number of Valid Numeric Attributes in Dataset (m+AF8-num),Total Number of Inversions (pairs),Total Number of Ties (pairs),Total Number of Correct (pairs),Criterion Value in Root Node,Total Time Taken for Current Fold +AFs-s+AF0-,Accuracy Percentage on Trivial Trees (with no splits),Accuracy Percentage (with missing values),Accuracy Percentage (without missing values),Number of Samples Classified using Unkown Value,Percentage of Samples with Unkown Values for Accepted Attribute,Number of Nodes (after prunning),Tree Depth (after prunning),Number of Nodes Pruned
2017+AC0-05+AC0-10 13:09:36.877443,Adult Census Income,False,workclass,False,8,30162,4,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00686017864292,0.10443702399993526,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:36.877566,Adult Census Income,False,education,False,16,30162,4,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0386072393124,0.11376432800000202,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:36.877613,Adult Census Income,False,marital.status,False,7,30162,4,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0741359019075,0.07139899100002367,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:36.877654,Adult Census Income,False,occupation,False,14,30162,4,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0341214490609,0.06878532800010362,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:36.877696,Adult Census Income,False,relationship,False,6,30162,4,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0749614170106,0.07008666899992022,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:36.877738,Adult Census Income,False,race,False,5,30162,4,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00374985438374,0.07013125700007095,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:36.877776,Adult Census Income,False,sex,False,2,30162,4,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0176752746908,0.07540604600001188,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:36.877829,Adult Census Income,False,native.country,False,41,30162,4,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0030880477515,0.11005963499997051,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:37.706397,Adult Census Income,False,workclass,False,8,30162,5,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00762476682145,0.10982099299997117,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:37.706481,Adult Census Income,False,education,False,16,30162,5,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0395765054978,0.10622030000001814,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:37.706510,Adult Census Income,False,marital.status,False,7,30162,5,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.075959609634,0.07599890699998468,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:37.706533,Adult Census Income,False,occupation,False,14,30162,5,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0350451702956,0.07126547400002892,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:37.706552,Adult Census Income,False,relationship,False,6,30162,5,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0769059820553,0.08918978099995911,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:37.706571,Adult Census Income,False,race,False,5,30162,5,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00339071259236,0.10350442800006476,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:37.706590,Adult Census Income,False,sex,False,2,30162,5,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0181286960149,0.10021287000006396,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:37.706609,Adult Census Income,False,native.country,False,41,30162,5,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00359500451182,0.09486835699999574,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:38.637347,Adult Census Income,False,workclass,False,8,30162,5,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00811087174869,0.06823149400008788,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:38.637423,Adult Census Income,False,education,False,16,30162,5,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0404309946049,0.07156677400007538,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:38.637447,Adult Census Income,False,marital.status,False,7,30162,5,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0724327506216,0.11524962800001504,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:38.637471,Adult Census Income,False,occupation,False,14,30162,5,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0352164932948,0.12578691599992453,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:38.637493,Adult Census Income,False,relationship,False,6,30162,5,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0733238280521,0.12897464700006367,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:38.637514,Adult Census Income,False,race,False,5,30162,5,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00396868480345,0.12548993300003985,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:38.637535,Adult Census Income,False,sex,False,2,30162,5,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0170481950201,0.13109407699994335,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:38.637555,Adult Census Income,False,native.country,False,41,30162,5,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00295014249394,0.12552893700001277,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:39.402275,Adult Census Income,False,workclass,False,8,30162,5,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00694426847426,0.07012329199994838,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:39.402376,Adult Census Income,False,education,False,16,30162,5,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.038741919975,0.0687217239999427,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:39.402415,Adult Census Income,False,marital.status,False,7,30162,5,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.074880096723,0.06917042200007018,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:39.402448,Adult Census Income,False,occupation,False,14,30162,5,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0342949244281,0.09848592499997721,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:39.402478,Adult Census Income,False,relationship,False,6,30162,5,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0763046139641,0.11415220499998213,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:39.402507,Adult Census Income,False,race,False,5,30162,5,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00386692007536,0.11069839000003867,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:39.402537,Adult Census Income,False,sex,False,2,30162,5,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0175075037449,0.0989650700000766,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:39.402566,Adult Census Income,False,native.country,False,41,30162,5,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00274546363494,0.09949254600007862,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:40.308516,Adult Census Income,False,workclass,False,8,30162,6,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00763306823766,0.1028828620000013,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:40.308612,Adult Census Income,False,education,False,16,30162,6,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0407976898384,0.09818115300004138,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:40.308654,Adult Census Income,False,marital.status,False,7,30162,6,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0744004882419,0.09502045800002179,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:40.308688,Adult Census Income,False,occupation,False,14,30162,6,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0346450827756,0.10117732999992768,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:40.308720,Adult Census Income,False,relationship,False,6,30162,6,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0751615877462,0.11874501900001633,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:40.308753,Adult Census Income,False,race,False,5,30162,6,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00349708529613,0.09860593200005496,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:40.308785,Adult Census Income,False,sex,False,2,30162,6,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.017257778739,0.09863355300001331,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:40.308817,Adult Census Income,False,native.country,False,41,30162,6,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00319913000738,0.1029406589999553,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:41.274223,Adult Census Income,False,workclass,False,8,30162,6,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00756364387962,0.10157770099999652,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:41.274323,Adult Census Income,False,education,False,16,30162,6,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0408817783183,0.12964462399997956,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:41.274362,Adult Census Income,False,marital.status,False,7,30162,6,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0753831482109,0.13987977800002227,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:41.274395,Adult Census Income,False,occupation,False,14,30162,6,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0355100925532,0.10481069299999035,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:41.274425,Adult Census Income,False,relationship,False,6,30162,6,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0767626815442,0.11016047000009621,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:41.274455,Adult Census Income,False,race,False,5,30162,6,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00383312529651,0.1101204089999328,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:41.274484,Adult Census Income,False,sex,False,2,30162,6,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0173338830013,0.11868095099998754,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:41.274513,Adult Census Income,False,native.country,False,41,30162,6,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00297235755675,0.11106580299997404,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:42.251434,Adult Census Income,False,workclass,False,8,30162,6,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00745690279896,0.11138965899999675,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:42.251544,Adult Census Income,False,education,False,16,30162,6,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0371133344972,0.10797400600006313,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:42.251600,Adult Census Income,False,marital.status,False,7,30162,6,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0734712326424,0.0963046110000505,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:42.251634,Adult Census Income,False,occupation,False,14,30162,6,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0340880171785,0.11977223200005938,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:42.251664,Adult Census Income,False,relationship,False,6,30162,6,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0745909980015,0.14744961999997486,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:42.251693,Adult Census Income,False,race,False,5,30162,6,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00389492465667,0.14862037000000328,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:42.251721,Adult Census Income,False,sex,False,2,30162,6,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0180901905672,0.09952327899998181,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:42.251750,Adult Census Income,False,native.country,False,41,30162,6,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00312584707829,0.09827233399994384,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:43.358767,Adult Census Income,False,workclass,False,8,30162,7,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00788842741585,0.15719454599991423,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:43.358918,Adult Census Income,False,education,False,16,30162,7,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0387514248704,0.1694314729999178,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:43.358973,Adult Census Income,False,marital.status,False,7,30162,7,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0741456444973,0.11741217700000561,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:43.359018,Adult Census Income,False,occupation,False,14,30162,7,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.034329947305,0.1029499770000939,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:43.359061,Adult Census Income,False,relationship,False,6,30162,7,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0751997386428,0.10851441500005876,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:43.359103,Adult Census Income,False,race,False,5,30162,7,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00351808744146,0.11674828299999263,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:43.359145,Adult Census Income,False,sex,False,2,30162,7,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0171453417725,0.09573046399998475,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:43.359187,Adult Census Income,False,native.country,False,41,30162,7,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00293071023489,0.12368526199998087,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:44.254228,Adult Census Income,False,workclass,False,8,30162,7,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00659195524113,0.11357424100003755,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:44.254344,Adult Census Income,False,education,False,16,30162,7,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0394892788256,0.08505913099997997,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:44.254402,Adult Census Income,False,marital.status,False,7,30162,7,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0738575018845,0.08790647299997545,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:44.254444,Adult Census Income,False,occupation,False,14,30162,7,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0344616833549,0.08923204500001702,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:44.254480,Adult Census Income,False,relationship,False,6,30162,7,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0748700902506,0.08795093700007328,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:44.254519,Adult Census Income,False,race,False,5,30162,7,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0038184239669,0.14040765499998997,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:44.254558,Adult Census Income,False,sex,False,2,30162,7,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0164148865577,0.1567915199999561,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:44.254601,Adult Census Income,False,native.country,False,41,30162,7,Twoing,1,3,2,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00308872237127,0.08815760400000272,75.10443604535509,75.10443604535509,75.10443604535509,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:45.178604,Adult Census Income,False,workclass,False,8,30162,7,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00821521880925,0.0956136750000951,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:45.178694,Adult Census Income,False,education,False,16,30162,7,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0405094871599,0.09083040200005144,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:45.178737,Adult Census Income,False,marital.status,False,7,30162,7,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0752476734904,0.14856605600004968,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:45.178768,Adult Census Income,False,occupation,False,14,30162,7,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0355709804552,0.10116821799999798,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:45.178794,Adult Census Income,False,relationship,False,6,30162,7,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.07644161748,0.12937399700001606,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:45.178818,Adult Census Income,False,race,False,5,30162,7,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00388315911596,0.1176944269999467,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:45.178843,Adult Census Income,False,sex,False,2,30162,7,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0191702024403,0.09014667400003873,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:45.178867,Adult Census Income,False,native.country,False,41,30162,7,Twoing,1,3,3,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00322217250797,0.10355032400002528,75.11190689346464,75.11190689346464,75.11190689346464,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:45.973538,Adult Census Income,False,workclass,False,8,30162,8,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.00769737306004,0.0859739149999541,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:45.973646,Adult Census Income,False,education,False,16,30162,8,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0395504026727,0.09148704100005034,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:45.973681,Adult Census Income,False,marital.status,False,7,30162,8,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0734531099336,0.09234679999997297,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
2017+AC0-05+AC0-10 13:09:45.973711,Adult Census Income,False,occupation,False,14,30162,8,Twoing,1,3,1,True,1,False,None,True,0.1,15,15,8,8,0,0.0,28.0,0.0,0.0344316790924,0.08482226900002843,75.10691198408752,75.10691198408752,75.10691198408752,0,0.0,1,0,2
